food_code,food_name,primarysource,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,sfa_mg,mufa_mg,pufa_mg,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug,servings_unit,unit_serving_energy_kj,unit_serving_energy_kcal,unit_serving_carb_g,unit_serving_protein_g,unit_serving_fat_g,unit_serving_freesugar_g,unit_serving_fibre_g,unit_serving_sfa_mg,unit_serving_mufa_mg,unit_serving_pufa_mg,unit_serving_cholesterol_mg,unit_serving_calcium_mg,unit_serving_phosphorus_mg,unit_serving_magnesium_mg,unit_serving_sodium_mg,unit_serving_potassium_mg,unit_serving_iron_mg,unit_serving_copper_mg,unit_serving_selenium_ug,unit_serving_chromium_mg,unit_serving_manganese_mg,unit_serving_molybdenum_mg,unit_serving_zinc_mg,unit_serving_vita_ug,unit_serving_vite_mg,unit_serving_vitd2_ug,unit_serving_vitd3_ug,unit_serving_vitk1_ug,unit_serving_vitk2_ug,unit_serving_folate_ug,unit_serving_vitb1_mg,unit_serving_vitb2_mg,unit_serving_vitb3_mg,unit_serving_vitb5_mg,unit_serving_vitb6_mg,unit_serving_vitb7_ug,unit_serving_vitb9_ug,unit_serving_vitc_mg,unit_serving_carotenoids_ug
BFP138,Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),bfp_manual,523.84,125.51,21.55,3.44,2.58,1.99,2.69,328.01,512.67,1520.63,0.00,16.51,59.48,20.05,103.09,148.31,0.77,0.14,3.58,0.00,0.51,0.03,0.57,0.00,1.04,0.46,0.00,2.36,0.00,22.26,0.07,0.03,0.74,0.30,0.09,0.91,22.26,2.04,107.28,plate,2079.11,498.16,85.54,13.64,10.23,7.90,10.69,1301.88,2034.80,6035.39,0.00,65.53,236.06,79.58,409.15,588.63,3.07,0.57,14.22,0.01,2.03,0.13,2.28,0.00,4.13,1.82,0.00,9.35,0.00,88.34,0.28,0.10,2.93,1.21,0.35,3.62,88.34,8.11,425.78
BFP141,Mutton pulao,bfp_manual,544.13,130.77,11.26,6.52,10.78,1.00,1.65,1212.74,1665.93,2839.89,2.35,49.87,80.01,22.89,3115.59,177.66,1.25,0.11,0.59,0.00,0.49,0.04,0.41,8.22,2.11,0.38,0.00,2.03,0.00,5.94,0.06,0.04,1.21,0.15,0.05,0.44,5.94,0.68,61.83,plate,3605.55,866.53,74.61,43.19,71.43,6.60,10.94,8035.95,11038.85,18817.81,15.60,330.45,530.20,151.67,20644.66,1177.24,8.27,0.72,3.92,0.01,3.27,0.29,2.74,54.50,13.97,2.50,0.00,13.47,0.00,39.34,0.42,0.27,8.04,1.00,0.33,2.91,39.34,4.47,409.72
BFP142,Chicken pulao,bfp_manual,450.53,108.24,11.17,6.07,8.48,0.99,1.64,1321.87,1873.06,1844.97,11.55,32.25,79.36,24.80,3093.47,170.81,0.98,0.11,1.78,0.00,0.49,0.04,0.51,12.17,1.10,0.37,0.00,1.89,0.00,5.79,0.05,0.04,1.12,0.26,0.09,0.59,5.79,0.67,57.46,plate,3010.13,723.18,74.61,40.59,56.63,6.60,10.94,8831.75,12514.35,12326.71,77.14,215.44,530.20,165.67,20668.25,1141.24,6.55,0.75,11.92,0.01,3.28,0.29,3.44,81.28,7.35,2.50,0.00,12.62,0.00,38.70,0.32,0.24,7.50,1.71,0.63,3.91,38.70,4.47,383.89
BFP143,Mexican rice,bfp_manual,502.28,120.57,14.21,4.62,4.88,1.44,1.64,1319.72,1392.69,1834.46,11.90,14.51,60.72,14.39,93.42,147.26,0.55,0.08,0.56,0.00,0.28,0.02,0.80,0.77,1.40,3.58,0.00,8.31,0.00,10.25,0.06,0.05,1.34,0.32,0.10,1.03,10.25,8.25,1718.39,plate,2600.59,624.24,73.60,23.94,25.27,7.46,8.50,6833.00,7210.79,9498.08,61.60,75.11,314.38,74.53,483.67,762.47,2.86,0.44,2.90,0.01,1.47,0.08,4.17,4.00,7.24,18.53,0.00,43.04,0.00,53.09,0.32,0.23,6.92,1.65,0.54,5.34,53.09,42.71,8897.13
BFP144,Plain khitchdi (Plain khichri/khichdi),bfp_manual,238.08,57.03,10.04,1.72,1.01,0.12,0.85,538.13,250.79,96.34,2.14,5.05,30.71,9.97,37.14,69.32,0.31,0.07,1.88,0.00,0.16,0.04,0.22,8.03,0.07,0.14,0.00,1.92,0.00,4.56,0.03,0.01,0.34,0.12,0.03,0.08,4.56,0.14,102.54,small bowl,1366.57,327.36,57.64,9.86,5.78,0.69,4.87,3088.85,1439.56,553.01,12.30,28.96,176.26,57.22,213.21,397.88,1.75,0.39,10.79,0.01,0.94,0.25,1.24,46.10,0.43,0.81,0.00,11.04,0.00,26.18,0.18,0.07,1.97,0.70,0.19,0.46,26.18,0.83,588.55
BFP147,Instant idli (with semolina),bfp_manual,1034.13,247.29,43.40,9.16,3.61,3.35,7.13,875.88,777.03,1580.84,3.12,93.20,136.84,42.92,1504.66,348.78,2.31,0.31,8.54,0.01,1.25,0.13,1.56,7.94,1.14,7.99,0.00,15.03,0.00,25.74,0.21,0.13,0.99,0.65,0.12,1.08,25.74,0.40,3788.41,idli,364.81,87.23,15.31,3.23,1.27,1.18,2.51,308.98,274.11,557.67,1.10,32.88,48.27,15.14,530.79,123.04,0.81,0.11,3.01,0.00,0.44,0.05,0.55,2.80,0.40,2.82,0.00,5.30,0.00,9.08,0.07,0.05,0.35,0.23,0.04,0.38,9.08,0.14,1336.42
BFP148,Plain dosa,bfp_manual,1588.71,380.91,64.08,10.34,8.43,0.70,5.23,5030.31,2054.45,578.76,19.90,19.35,178.40,55.44,142.98,344.39,1.50,0.32,5.84,0.01,0.86,0.18,1.39,89.50,0.27,1.75,0.00,3.46,0.00,25.35,0.16,0.07,2.11,1.00,0.20,0.41,25.35,0.00,151.37,dosa,573.92,137.60,23.15,3.73,3.05,0.25,1.89,1817.20,742.17,209.08,7.19,6.99,64.45,20.03,51.65,124.41,0.54,0.12,2.11,0.00,0.31,0.07,0.50,32.33,0.10,0.63,0.00,1.25,0.00,9.16,0.06,0.02,0.76,0.36,0.07,0.15,9.16,0.00,54.68
BFP150,Masala dosa mixed vegetable fillings,bfp_manual,602.95,144.53,23.02,4.84,3.26,1.53,4.31,1456.66,744.00,759.59,5.18,31.79,82.16,36.14,122.08,329.75,1.21,0.17,2.62,0.01,0.47,0.09,0.72,23.32,0.55,5.17,0.00,17.83,0.00,32.21,0.11,0.04,1.04,0.59,0.15,1.72,32.21,18.77,2180.08,dosa,1672.20,400.84,63.83,13.41,9.03,4.24,11.96,4039.83,2063.37,2106.61,14.38,88.16,227.86,100.22,338.57,914.52,3.34,0.48,7.27,0.01,1.32,0.24,1.99,64.67,1.52,14.34,0.00,49.45,0.00,89.33,0.30,0.12,2.89,1.65,0.42,4.76,89.33,52.07,6046.13
BFP151,Masala dosa paneer fillings,bfp_manual,1014.71,243.12,29.76,10.31,8.84,4.81,3.11,4689.98,2337.78,1080.24,7.29,171.23,180.53,39.72,160.40,226.69,1.27,0.19,10.14,0.04,0.51,0.12,1.48,32.77,0.69,4.90,0.00,11.26,0.00,47.77,0.08,0.07,0.99,0.62,0.13,7.09,47.77,5.83,1342.68,dosa,2002.38,479.75,58.72,20.34,17.45,9.50,6.15,9254.97,4613.26,2131.70,14.38,337.90,356.25,78.38,316.52,447.34,2.51,0.38,20.00,0.08,1.01,0.23,2.93,64.67,1.37,9.68,0.00,22.23,0.00,94.26,0.16,0.13,1.95,1.22,0.26,13.99,94.26,11.50,2649.58
BFP152,Uttapam,bfp_manual,1065.34,255.95,36.28,6.18,9.03,1.50,4.40,3233.07,2007.80,3178.61,10.57,40.86,109.53,41.71,228.69,286.22,1.23,0.21,3.76,0.01,0.57,0.11,0.86,47.52,2.42,5.74,0.00,25.36,0.00,27.96,0.10,0.05,1.29,0.64,0.17,0.89,27.96,9.04,2185.70,uttapam,724.88,174.15,24.68,4.21,6.14,1.02,2.99,2199.86,1366.16,2162.81,7.19,27.80,74.53,28.38,155.61,194.75,0.84,0.15,2.56,0.00,0.39,0.07,0.59,32.33,1.65,3.91,0.00,17.26,0.00,19.02,0.07,0.04,0.87,0.44,0.11,0.61,19.02,6.15,1487.20
BFP153,Appam,bfp_manual,1120.32,267.70,13.28,3.12,22.63,4.16,6.19,15309.58,1345.02,375.38,0.00,6.36,55.20,23.30,26.59,161.42,0.83,0.23,0.25,0.00,0.51,0.01,0.46,0.00,1.49,0.09,0.00,12.83,0.00,18.05,0.04,0.06,0.52,0.18,0.08,0.38,18.05,1.68,119.31,appam,1712.86,409.28,20.30,4.77,34.60,6.36,9.47,23406.81,2056.40,573.92,0.00,9.73,84.40,35.63,40.66,246.79,1.26,0.36,0.38,0.00,0.78,0.01,0.71,0.00,2.29,0.14,0.00,19.62,0.00,27.59,0.07,0.10,0.80,0.28,0.13,0.58,27.59,2.57,182.42
BFP154,Beans and macaroni,bfp_manual,569.73,136.08,14.24,4.58,7.01,1.68,2.05,4248.25,1774.30,416.38,19.67,86.86,126.74,27.05,182.79,221.16,0.75,0.09,3.96,0.00,0.26,0.02,0.62,77.42,0.29,3.54,0.00,12.40,0.00,32.50,0.06,0.06,0.95,0.34,0.22,3.31,32.50,6.51,1988.59,plate,1448.54,345.99,36.21,11.65,17.83,4.26,5.21,10801.17,4511.16,1058.64,50.00,220.83,322.24,68.79,464.74,562.31,1.90,0.22,10.08,0.01,0.66,0.05,1.58,196.83,0.73,9.01,0.00,31.52,0.00,82.63,0.16,0.15,2.42,0.86,0.56,8.42,82.63,16.54,5055.98
BFP155,Spaghetti bolognese,bfp_manual,408.45,97.43,10.04,9.35,9.51,1.41,1.08,1968.68,1294.08,933.05,13.91,73.66,145.25,29.25,5358.60,271.96,2.06,0.10,2.80,0.00,0.23,0.01,1.06,21.59,0.69,3.84,0.00,8.35,0.00,10.09,0.05,0.04,1.05,0.30,0.08,1.31,10.09,7.45,2074.06,shallow dish,1528.87,364.68,37.59,35.00,35.62,5.28,4.04,7368.98,4843.86,3492.48,52.07,275.72,543.69,109.50,20057.76,1017.97,7.72,0.37,10.50,0.01,0.86,0.03,3.97,80.82,2.59,14.37,0.00,31.25,0.00,37.77,0.18,0.16,3.95,1.12,0.28,4.90,37.77,27.89,7763.43
BFP157,Meat and macaroni casserole,bfp_manual,676.14,161.55,16.12,9.15,10.17,1.00,1.19,977.77,928.63,2307.13,2.13,68.28,107.55,22.39,2511.99,329.91,1.85,0.09,2.55,0.00,0.27,0.01,0.46,9.57,1.75,0.49,0.00,2.92,0.00,11.85,0.09,0.05,2.38,0.24,0.06,0.74,11.85,7.25,783.11,small casserole dish,2707.95,647.01,64.58,36.63,40.72,3.99,4.75,3915.97,3719.16,9240.06,8.52,273.44,430.73,89.67,10060.50,1321.28,7.41,0.36,10.21,0.01,1.06,0.05,1.83,38.32,7.01,1.97,0.00,11.69,0.00,47.45,0.37,0.19,9.54,0.97,0.24,2.97,47.45,29.03,3136.34
BFP158,Spaghetti with meat balls and tomato sauce,bfp_manual,658.93,158.13,10.46,5.61,10.64,1.87,1.11,2419.92,2646.83,4840.90,16.15,40.82,81.06,15.30,189.13,152.86,0.71,0.07,2.56,0.00,0.30,0.01,0.90,8.19,3.73,3.36,0.00,9.09,0.00,11.34,0.06,0.05,1.37,0.32,0.08,1.17,11.34,7.93,1612.46,shallow dish,3662.17,878.84,58.12,31.16,59.14,10.37,6.20,13449.42,14710.55,26904.78,89.75,226.85,450.51,85.05,1051.13,849.54,3.96,0.39,14.22,0.01,1.67,0.06,5.02,45.50,20.72,18.70,0.00,50.53,0.00,63.03,0.35,0.29,7.61,1.76,0.47,6.50,63.03,44.09,8961.74
BFP159,Spaghetti with paneer balls and tomato sauce,bfp_manual,660.93,158.54,12.72,3.95,10.44,3.03,1.25,2176.33,2245.06,5341.15,2.57,80.73,79.17,15.07,199.55,113.95,0.55,0.07,4.33,0.01,0.35,0.01,0.53,8.17,4.14,3.78,0.00,10.19,0.00,19.84,0.05,0.03,0.58,0.21,0.06,2.61,19.84,8.89,1823.26,shallow dish,3276.77,785.99,63.09,19.60,51.75,15.00,6.20,10789.82,11130.55,26480.38,12.75,400.25,392.51,74.70,989.34,564.95,2.72,0.35,21.47,0.05,1.72,0.06,2.62,40.50,20.54,18.75,0.00,50.53,0.00,98.36,0.24,0.15,2.86,1.05,0.29,12.92,98.36,44.09,9039.34
BFP161,Lasagne with meat sauce,bfp_manual,265.00,63.38,5.38,2.90,3.43,1.04,0.47,1502.81,1423.05,225.54,8.80,24.61,41.98,8.28,37.08,88.89,0.49,0.04,1.40,0.00,0.08,0.01,0.46,10.70,0.15,1.80,0.00,5.49,0.00,6.35,0.03,0.04,0.67,0.20,0.05,0.72,6.35,4.52,1063.57,dish,4702.51,1124.63,95.51,51.49,60.95,18.45,8.40,26667.73,25252.46,4002.21,156.15,436.77,744.99,146.94,658.03,1577.44,8.77,0.67,24.90,0.02,1.49,0.10,8.09,189.90,2.66,31.92,0.00,97.43,0.00,112.65,0.55,0.66,11.85,3.52,0.82,12.86,112.65,80.17,18873.34
BFP162,Lasagne with vegetables,bfp_manual,206.40,49.23,5.90,1.71,2.16,1.37,0.66,1059.88,740.19,166.21,2.81,32.89,32.55,13.26,40.78,126.45,0.57,0.05,1.39,0.00,0.16,0.01,0.23,12.58,0.31,1.49,0.00,23.08,0.00,16.32,0.05,0.03,0.37,0.14,0.05,1.07,16.32,10.24,1393.17,dish,3626.91,865.02,103.75,29.96,37.96,24.03,11.66,18624.06,13006.49,2920.63,49.35,577.89,572.00,232.94,716.66,2221.88,10.00,0.91,24.37,0.05,2.75,0.10,4.09,221.10,5.37,26.22,0.00,405.51,0.00,286.76,0.94,0.59,6.55,2.40,0.85,18.88,286.76,179.90,24480.65
BFP165,Home made egg noodles,bfp_manual,1005.75,240.84,42.92,6.55,4.37,1.03,1.60,791.18,2577.80,559.43,38.27,15.96,83.10,18.54,177.24,90.12,1.15,0.10,1.83,0.00,0.37,0.01,0.57,19.17,0.29,3.89,0.12,2.30,1.61,13.37,0.09,0.04,0.47,0.51,0.06,2.65,13.37,0.00,164.61,curry bowl,2262.44,541.78,96.55,14.73,9.84,2.33,3.59,1779.77,5798.77,1258.44,86.08,35.90,186.93,41.71,398.71,202.73,2.58,0.23,4.12,0.01,0.82,0.01,1.28,43.12,0.65,8.75,0.26,5.18,3.61,30.08,0.20,0.09,1.06,1.16,0.13,5.97,30.08,0.00,370.28
BFP170,Sour lentils (Khatti dal),bfp_manual,145.56,34.79,6.04,2.22,0.12,1.25,1.22,19.42,17.72,52.16,0.00,8.29,30.74,9.99,115.60,98.52,0.85,0.10,4.15,0.00,0.18,0.05,0.34,0.00,0.02,0.58,0.00,1.10,0.00,6.20,0.04,0.02,0.22,0.14,0.03,0.28,6.20,0.52,104.41,curry bowl,527.96,126.18,21.90,8.04,0.45,4.54,4.43,70.44,64.27,189.18,0.00,30.07,111.49,36.24,419.32,357.34,3.09,0.35,15.05,0.01,0.67,0.20,1.25,0.00,0.09,2.10,0.00,3.98,0.00,22.49,0.13,0.06,0.78,0.49,0.10,1.00,22.49,1.88,378.71
BFP171,Urad special dehusked,bfp_manual,289.35,69.43,8.86,3.14,2.17,1.32,2.50,1160.66,519.38,228.23,4.62,16.40,55.69,28.53,109.56,233.34,0.83,0.11,2.78,0.00,0.38,0.05,0.46,17.32,0.17,2.15,0.00,4.97,0.00,20.46,0.04,0.02,0.37,0.43,0.07,0.97,20.46,6.54,557.32,curry bowl,770.28,184.84,23.59,8.36,5.77,3.52,6.66,3089.80,1382.64,607.58,12.30,43.67,148.25,75.95,291.66,621.17,2.21,0.28,7.39,0.01,1.02,0.12,1.22,46.10,0.45,5.72,0.00,13.24,0.00,54.46,0.10,0.05,0.98,1.14,0.18,2.57,54.46,17.40,1483.64
BFP172,Arhar with spinach (Arhar dal aur palak),bfp_manual,219.53,52.84,4.77,2.05,2.76,0.23,1.30,1501.83,696.28,239.25,6.10,21.81,32.58,23.79,109.97,205.61,0.89,0.12,1.35,0.00,0.31,0.05,0.29,22.86,0.33,0.35,0.00,44.78,0.00,26.26,0.06,0.02,0.24,0.13,0.05,0.57,26.26,4.66,1307.38,curry bowl,885.36,213.09,19.22,8.27,11.11,0.93,5.22,6056.89,2808.11,964.90,24.60,87.96,131.38,95.94,443.50,829.24,3.61,0.48,5.46,0.02,1.25,0.22,1.19,92.20,1.34,1.39,0.00,180.60,0.00,105.90,0.23,0.10,0.98,0.53,0.19,2.28,105.90,18.79,5272.66
BFP174,Moong dal with vadi,bfp_manual,99.51,24.08,1.00,0.40,2.05,0.45,0.39,1152.82,521.45,161.44,4.75,2.99,6.77,3.98,112.36,33.66,0.18,0.02,0.03,0.00,0.10,0.02,0.06,17.81,0.16,0.65,0.00,1.95,0.00,3.18,0.01,0.01,0.07,0.03,0.02,0.22,3.18,2.81,318.11,curry bowl,360.70,87.28,3.61,1.44,7.42,1.62,1.43,4178.62,1890.09,585.16,17.22,10.83,24.55,14.42,407.29,122.01,0.66,0.07,0.09,0.00,0.35,0.06,0.21,64.54,0.56,2.36,0.00,7.08,0.00,11.52,0.03,0.02,0.26,0.13,0.07,0.79,11.52,10.19,1153.06
BFP176,Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),bfp_manual,111.55,26.74,3.37,1.13,0.88,0.83,1.60,110.60,214.46,454.77,0.00,16.56,21.12,14.66,104.11,130.66,0.59,0.07,0.97,0.00,0.18,0.09,0.17,0.00,0.33,3.02,0.00,13.00,0.00,7.36,0.03,0.02,0.29,0.08,0.04,0.24,7.36,4.43,2711.24,curry bowl,434.90,104.25,13.14,4.41,3.44,3.24,6.22,431.18,836.11,1773.03,0.00,64.56,82.35,57.17,405.88,509.39,2.28,0.29,3.79,0.02,0.69,0.35,0.64,0.00,1.30,11.79,0.00,50.69,0.00,28.68,0.13,0.10,1.12,0.32,0.14,0.95,28.68,17.27,10570.32
BFP177,Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),bfp_manual,101.82,24.41,2.85,1.11,0.87,0.44,1.54,111.03,211.75,451.35,0.00,15.56,20.21,13.98,102.77,124.52,0.52,0.07,0.96,0.00,0.17,0.07,0.16,0.00,0.33,2.79,0.00,12.84,0.00,7.33,0.03,0.02,0.27,0.08,0.04,0.24,7.33,5.00,2678.95,curry bowl,401.54,96.27,11.22,4.36,3.45,1.75,6.06,437.86,835.06,1779.99,0.00,61.36,79.71,55.13,405.28,491.06,2.03,0.27,3.80,0.01,0.68,0.28,0.63,0.00,1.30,11.02,0.00,50.64,0.00,28.91,0.12,0.10,1.08,0.33,0.14,0.93,28.91,19.71,10564.98
BFP178,Green gram whole with baghar (Sabut moong dal with tadka),bfp_manual,264.04,63.43,6.80,3.23,2.48,0.15,3.02,1353.11,620.47,232.59,5.45,25.04,52.02,32.57,181.69,192.66,1.00,0.15,3.19,0.00,0.53,0.12,0.42,20.42,0.20,0.80,0.00,3.92,0.00,20.06,0.07,0.04,0.34,0.28,0.06,0.24,20.06,0.21,197.72,bowl,595.98,143.19,15.34,7.29,5.60,0.33,6.81,3054.25,1400.54,525.00,12.30,56.51,117.41,73.52,410.11,434.87,2.27,0.34,7.20,0.01,1.20,0.27,0.94,46.10,0.44,1.81,0.00,8.84,0.00,45.28,0.15,0.09,0.76,0.64,0.13,0.53,45.28,0.48,446.29
BFP179,Urad sabut special,bfp_manual,329.11,79.39,5.03,2.33,5.46,0.86,2.15,3169.12,1397.99,365.51,13.38,21.45,42.63,20.55,60.09,160.47,0.71,0.08,2.51,0.00,0.31,0.07,0.33,52.57,0.36,4.15,0.00,8.24,0.00,18.22,0.04,0.03,0.32,0.35,0.07,0.58,18.22,6.44,1554.75,bowl,1454.03,350.76,22.23,10.29,24.13,3.82,9.50,14001.16,6176.31,1614.83,59.10,94.76,188.33,90.81,265.47,708.94,3.14,0.35,11.07,0.01,1.36,0.29,1.48,232.25,1.59,18.32,0.00,36.41,0.00,80.51,0.18,0.15,1.41,1.52,0.30,2.54,80.51,28.45,6868.89
BFP185,Kabuli channa curry,bfp_manual,287.29,68.57,7.63,2.92,3.06,1.24,1.12,387.45,628.63,1791.70,0.15,32.03,46.28,23.41,122.05,190.00,0.95,0.14,0.36,0.00,0.68,0.03,0.44,0.39,1.49,2.13,0.00,8.48,0.00,26.18,0.06,0.04,0.36,0.26,0.09,0.51,26.18,4.56,948.30,bowl,1021.69,243.87,27.13,10.39,10.87,4.41,3.97,1377.88,2235.58,6371.83,0.55,113.91,164.60,83.24,434.06,675.69,3.39,0.50,1.27,0.01,2.42,0.12,1.57,1.40,5.31,7.58,0.00,30.15,0.00,93.09,0.21,0.14,1.28,0.91,0.34,1.80,93.09,16.22,3372.43
BFP187,Besan gatte curry,bfp_manual,791.86,189.38,16.26,7.75,10.72,4.50,3.25,2239.71,2353.20,5362.63,2.80,151.08,128.59,37.09,356.27,274.59,1.89,0.13,3.22,0.01,0.81,0.08,0.89,7.12,4.19,2.02,0.00,11.94,0.00,52.81,0.12,0.12,0.68,0.46,0.15,4.35,52.81,5.24,1097.60,bowl,2024.48,484.17,41.56,19.83,27.41,11.50,8.30,5726.04,6016.18,13710.09,7.15,386.26,328.76,94.83,910.85,702.03,4.84,0.33,8.23,0.03,2.07,0.19,2.28,18.20,10.72,5.17,0.00,30.51,0.00,135.02,0.30,0.31,1.74,1.19,0.37,11.11,135.02,13.39,2806.12
BFP190,Dry masala chops,bfp_manual,563.44,135.07,3.30,9.08,9.54,2.27,0.86,822.52,871.28,2214.07,2.24,112.25,103.52,10.66,83.47,219.97,1.39,0.03,0.54,0.00,0.34,0.03,0.23,5.69,1.70,0.47,0.00,4.54,0.00,10.29,0.09,0.12,2.89,0.16,0.05,0.89,10.29,1.27,162.73,chops,831.66,199.37,4.87,13.40,14.08,3.35,1.26,1214.08,1286.05,3268.07,3.30,165.68,152.80,15.74,123.21,324.69,2.05,0.05,0.79,0.00,0.51,0.05,0.34,8.40,2.52,0.69,0.00,6.70,0.00,15.19,0.14,0.18,4.27,0.23,0.07,1.31,15.19,1.87,240.20
BFP194,Mutton korma,bfp_manual,481.74,115.64,2.53,7.09,8.54,1.64,0.78,1168.11,966.88,1809.20,3.90,79.07,75.78,8.63,56.94,165.87,1.09,0.03,0.25,0.00,0.16,0.01,0.16,18.17,1.40,0.25,0.00,3.19,0.00,8.68,0.07,0.08,2.32,0.12,0.03,0.79,8.68,1.51,116.20,bowl,1765.39,423.78,9.28,25.99,31.28,5.99,2.85,4280.72,3543.29,6630.10,14.30,289.75,277.72,31.63,208.65,607.86,4.00,0.11,0.92,0.00,0.60,0.03,0.60,66.60,5.12,0.91,0.00,11.69,0.00,31.82,0.27,0.31,8.50,0.43,0.12,2.91,31.82,5.54,425.85
BFP196,Shahi keema kofta curry,bfp_manual,1722.07,418.13,1.73,4.14,43.83,0.78,0.91,6172.19,9503.20,26149.47,14.97,14.51,46.65,12.06,104.53,119.63,0.67,0.05,0.49,0.00,0.26,0.04,0.78,0.97,20.27,1.59,0.00,7.58,0.00,5.60,0.04,0.04,1.05,0.24,0.07,0.80,5.60,3.40,662.29,bowl,10626.70,2580.27,10.69,25.55,270.44,4.81,5.59,38087.98,58643.32,161365.75,92.40,89.54,287.86,74.42,645.05,738.24,4.16,0.33,3.01,0.01,1.61,0.23,4.80,6.00,125.07,9.81,0.00,46.76,0.00,34.57,0.22,0.26,6.48,1.47,0.42,4.93,34.57,20.97,4086.93
BFP197,Minced meat ball curry,bfp_manual,456.26,109.79,2.86,6.82,7.85,1.27,1.49,2449.63,2445.44,2350.81,24.77,23.84,75.90,18.97,170.06,194.09,1.01,0.08,0.82,0.00,0.47,0.06,1.28,1.61,1.73,2.66,0.00,8.52,0.00,9.08,0.06,0.07,1.72,0.39,0.11,1.32,9.08,5.53,1085.56,bowl,1702.27,409.60,10.66,25.43,29.28,4.75,5.55,9139.34,9123.67,8770.62,92.40,88.95,283.18,70.78,634.46,724.11,3.75,0.30,3.07,0.01,1.75,0.24,4.77,6.00,6.44,9.92,0.00,31.78,0.00,33.86,0.22,0.26,6.43,1.46,0.41,4.94,33.86,20.62,4050.13
BFP198,Boti kebab,bfp_manual,554.28,132.86,3.06,9.22,9.27,2.09,0.76,600.83,714.80,1926.09,1.21,98.67,95.61,9.99,78.14,221.64,1.41,0.03,0.53,0.00,0.19,0.01,0.18,3.07,1.47,0.84,0.00,2.18,0.00,12.03,0.10,0.10,3.11,0.15,0.05,0.72,12.03,8.26,86.90,kebab,303.15,72.66,1.67,5.04,5.07,1.14,0.41,328.61,390.94,1053.41,0.66,53.97,52.29,5.46,42.74,121.22,0.77,0.02,0.29,0.00,0.10,0.00,0.10,1.68,0.80,0.46,0.00,1.19,0.00,6.58,0.06,0.06,1.70,0.08,0.03,0.39,6.58,4.52,47.53
BFP199,Mutton seekh kebab,bfp_manual,560.46,133.94,3.11,11.25,8.43,1.40,1.88,113.45,431.57,257.35,0.00,117.44,105.95,19.83,102.17,269.59,2.19,0.08,0.51,0.00,0.50,0.12,0.23,0.00,0.22,0.94,0.00,8.27,0.00,11.78,0.13,0.09,3.96,0.10,0.04,0.65,11.78,8.82,244.74,kebab,252.13,60.25,1.40,5.06,3.79,0.63,0.85,51.04,194.14,115.77,0.00,52.83,47.66,8.92,45.96,121.28,0.99,0.04,0.23,0.00,0.23,0.06,0.10,0.00,0.10,0.42,0.00,3.72,0.00,5.30,0.06,0.04,1.78,0.05,0.02,0.29,5.30,3.97,110.10
BFP201,Indian lamb and egg curry (Nargisi kofta),bfp_manual,1383.64,335.75,2.07,3.84,34.70,0.75,0.60,5010.52,7559.21,20490.22,44.04,12.91,47.06,8.06,57.44,85.80,0.55,0.04,4.18,0.00,0.11,0.02,0.56,25.09,15.96,0.61,0.08,4.01,1.40,11.35,0.03,0.05,0.60,0.30,0.06,2.43,11.35,1.96,268.45,kofta,5409.01,1312.54,8.09,15.01,135.64,2.92,2.33,19587.38,29550.84,80101.38,172.18,50.46,183.98,31.52,224.54,335.40,2.16,0.15,16.34,0.00,0.44,0.07,2.18,98.07,62.41,2.37,0.31,15.67,5.48,44.36,0.12,0.18,2.34,1.17,0.24,9.51,44.36,7.67,1049.44
BFP203,Soya chunks sweet and sour (Nutrinugget sweet and sour),bfp_manual,2061.90,500.94,3.27,2.85,55.99,1.10,0.86,6602.28,11138.25,33675.70,23.51,13.89,41.68,11.23,2257.67,111.45,0.70,0.04,1.31,0.00,0.16,0.01,0.17,12.18,26.18,1.05,0.07,6.48,0.98,8.79,0.02,0.01,0.16,0.13,0.04,2.29,8.79,8.19,237.51,bowl,9517.52,2312.30,15.11,13.17,258.45,5.06,3.96,30475.44,51413.06,155443.64,108.50,64.12,192.41,51.83,10421.17,514.44,3.23,0.20,6.05,0.01,0.73,0.03,0.80,56.24,120.86,4.86,0.32,29.93,4.51,40.59,0.07,0.05,0.73,0.62,0.17,10.57,40.59,37.78,1096.31
